ID,Age,Gender,Education Level,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Emotional Intelligence,Risk Tolerance,Stress Resilience,Decision-Making Style,Motivation Type,Logical Reasoning,Verbal Ability,Numerical Ability,Creativity,Memory/Attention Span,Learning Style,Analytical Thinking,Communication,Leadership,Problem-Solving,Technical/Programming,Artistic/Design,Empathy & Counseling Ability,Negotiation/Persuasion,Entrepreneurial Drive,Domain-Specific Skill,Interests,Preferred Work Environment,Values & Motivators,Career Recommendation
346,29,Male,Undergraduate,5,3,2,5,7,7,7,8,Intuitive,Mixed,2,1,8,7,7,Auditory,9,5,5,5,7,6,2,7,7,"Renewable Energy Systems, Sports Training","Research, Public Policy",Team-oriented,"Security, Service",Graphic Designer
347,41,Male,Vocational,8,3,7,8,5,8,8,3,Collaborative,Intrinsic,5,1,10,1,10,Visual,8,7,8,6,3,8,9,9,3,Renewable Energy Systems,"Environment, Defense, Design",Team-oriented,"Recognition, Legacy",University Lecturer
348,22,Male,Graduate,2,4,1,1,3,4,8,6,Analytical,Intrinsic,10,4,3,7,2,Reading/Writing,2,3,8,9,6,2,9,10,1,Astrophysics,"Science, Teaching",Hands-on/Fieldwork,"Recognition, Freedom, Service",Renewable Energy Engineer
349,28,Male,Undergraduate,10,8,10,4,3,6,2,8,Risk-averse,Mixed,6,6,6,10,10,Visual,1,9,10,1,6,1,7,9,7,"Cybersecurity, Robotics","Software, Politics, Social Work, Law",Flexible Remote,"Creativity, Recognition, Money",Climate Scientist
350,42,Male,Graduate,1,7,5,10,10,6,9,5,Analytical,Extrinsic,5,1,8,8,8,Kinesthetic,2,1,7,7,5,10,4,2,8,"Robotics, Architecture","Teaching, Medicine, Literature, Research",Research-driven,"Security, Growth, Freedom",Astrophysics Researcher
351,19,Male,Vocational,3,3,3,3,5,8,1,10,Collaborative,Mixed,2,1,1,9,9,Visual,2,3,2,9,4,4,2,2,10,"Architecture, Surgery","Science, Design, Social Work",Fast-paced,"Innovation, Service",Medical Researcher
352,36,Female,Self-taught,10,7,10,3,6,4,9,8,Intuitive,Mixed,3,6,2,7,6,Kinesthetic,3,8,5,4,9,1,4,9,5,"Robotics, Astrophysics","Teaching, Public Policy",Fast-paced,"Growth, Recognition",Cybersecurity Analyst
353,27,Male,Graduate,9,10,2,5,10,3,10,10,Risk-averse,Extrinsic,2,4,7,7,10,Reading/Writing,3,6,7,2,10,9,1,9,3,"Diplomacy, Architecture","Public Policy, Sports, Software",Hands-on/Fieldwork,"Creativity, Legacy",Corporate Trainer
354,41,Male,PhD,2,1,4,7,4,7,7,4,Analytical,Mixed,3,2,5,6,1,Reading/Writing,5,5,8,9,6,1,6,9,7,"Diplomacy, Wildlife Conservation","Law, Design, Defense, Sports",Fast-paced,"Adventure, Service, Impact",Film Director
355,29,Male,Self-taught,1,6,2,1,1,10,7,7,Intuitive,Mixed,6,6,2,4,10,Kinesthetic,6,8,2,9,7,9,4,1,7,Astrophysics,"Agriculture, Politics, Public Policy, AI",Creative/Artistic,"Innovation, Recognition, Adventure",Film Director
356,22,Female,Vocational,1,5,7,6,2,6,8,6,Intuitive,Intrinsic,4,1,8,1,1,Auditory,7,4,10,5,10,9,8,1,3,Sports Training,"AI, Teaching, Law",Independent,"Adventure, Impact",Diplomat
357,42,Male,Undergraduate,9,3,4,3,1,5,2,5,Intuitive,Extrinsic,3,7,10,2,5,Visual,1,2,6,9,5,6,5,4,1,Music Composition,"Finance, AI, Science, Defense",Independent,"Innovation, Freedom",Climate Scientist
358,19,Female,PhD,6,10,8,3,2,3,2,3,Analytical,Intrinsic,8,6,3,3,1,Kinesthetic,10,9,3,4,7,10,4,5,5,Teaching Pedagogy,"Literature, Law",Hands-on/Fieldwork,"Service, Legacy, Security",Product Manager
359,25,Male,Vocational,1,2,4,2,2,8,7,8,Risk-averse,Intrinsic,1,6,8,3,10,Auditory,2,7,10,4,4,4,8,7,3,Nutrition Science,"Space, Environment, Media",Hands-on/Fieldwork,"Money, Growth",Blockchain Developer
360,32,Female,High School,2,4,2,6,8,3,6,8,Risk-averse,Intrinsic,9,2,3,9,8,Auditory,1,7,7,3,4,7,7,9,9,"Data Analysis, Robotics","Science, Social Work",Structured/Organized,"Innovation, Creativity, Growth",Digital Content Strategist
361,22,Male,Undergraduate,8,7,3,7,5,5,5,2,Risk-averse,Intrinsic,1,7,8,8,5,Reading/Writing,1,4,4,6,9,8,10,6,5,Music Composition,"Sports, Media, Software, Space",Flexible Remote,"Legacy, Growth, Service",Quantitative Analyst
362,17,Male,Self-taught,8,5,1,8,6,7,4,7,Risk-averse,Extrinsic,4,6,10,4,4,Kinesthetic,8,6,10,8,10,5,8,2,8,"Diplomacy, Fashion Design","Politics, Teaching",Hands-on/Fieldwork,"Money, Service",TV Anchor
363,35,Female,Undergraduate,2,8,7,4,10,4,3,10,Intuitive,Intrinsic,6,10,10,8,5,Kinesthetic,7,7,3,6,10,3,3,9,8,"Surgery, Hospital Management","Design, Space, Hospitality, Literature",Creative/Artistic,"Service, Security, Stability",Media Producer
364,28,Male,Self-taught,4,9,4,5,4,3,10,6,Intuitive,Extrinsic,3,3,8,6,1,Auditory,6,10,5,6,6,2,8,9,8,Nutrition Science,"Art, AI, Defense",Hands-on/Fieldwork,"Legacy, Creativity, Impact",Neuroscience Postdoc
365,38,Male,Undergraduate,3,8,5,5,3,3,1,10,Risk-averse,Mixed,6,5,3,6,5,Reading/Writing,5,5,8,7,8,8,10,1,9,"Film Direction, Teaching Pedagogy","AI, Literature, Environment, Research",Team-oriented,"Innovation, Growth, Security",Urban Planner
366,28,Male,Graduate,9,6,1,7,3,8,4,9,Analytical,Mixed,7,6,3,3,8,Visual,5,4,3,3,3,9,8,5,10,Renewable Energy Systems,"Law, Social Work, Politics",Fast-paced,"Service, Recognition, Creativity",Diplomat
367,23,Male,Self-taught,6,8,3,8,9,10,6,7,Collaborative,Extrinsic,1,9,6,5,3,Visual,3,5,4,1,5,4,2,2,8,"Music Composition, Hospital Management","Space, Agriculture, Hospitality",Creative/Artistic,"Freedom, Creativity",Medical Researcher
368,38,Male,Self-taught,4,9,6,4,8,2,4,1,Intuitive,Mixed,10,10,5,7,5,Visual,9,1,3,3,4,5,9,8,6,"Diplomacy, Journalism","Design, Environment, Business",Flexible Remote,"Security, Adventure, Legacy",Game Concept Artist
369,27,Male,High School,7,3,8,4,9,8,5,5,Analytical,Intrinsic,8,1,1,1,4,Visual,7,7,2,1,8,7,10,10,2,"Music Composition, Hospital Management","Space, Design, Research, Sports",Research-driven,"Innovation, Money, Impact",Astrophysics Researcher
370,40,Female,High School,6,5,6,8,8,4,1,10,Collaborative,Mixed,3,6,2,4,1,Visual,6,6,6,8,7,8,9,1,8,Architecture,"AI, Medicine",Team-oriented,"Stability, Adventure, Security",Biotech Researcher
371,42,Female,Graduate,2,5,2,8,3,6,6,1,Intuitive,Mixed,6,8,7,7,5,Kinesthetic,9,9,7,2,6,9,9,4,4,"Surgery, Teaching Pedagogy","Research, Art, Hospitality",Hands-on/Fieldwork,"Freedom, Legacy",Investment Banker
372,24,Female,Vocational,5,9,6,5,8,5,2,1,Intuitive,Intrinsic,2,3,2,4,1,Reading/Writing,5,6,9,3,3,9,5,10,9,"Nutrition Science, Surgery","Environment, Software, Medicine, Public Policy",Fast-paced,"Security, Legacy, Service",Urban Planner
373,30,Male,High School,10,9,8,10,3,7,4,2,Risk-averse,Extrinsic,3,9,8,8,1,Auditory,7,5,8,1,5,10,3,5,6,Legal Writing,"Art, Public Policy",Creative/Artistic,"Service, Creativity",Game Concept Artist
374,20,Female,Vocational,10,3,9,10,3,6,1,10,Analytical,Intrinsic,4,9,7,6,1,Visual,4,9,3,2,9,3,6,1,4,Music Composition,"Sports, Law, Space",Team-oriented,"Stability, Adventure, Growth",Blockchain Developer
375,21,Male,Graduate,9,8,7,3,10,3,6,7,Collaborative,Extrinsic,10,9,1,4,8,Auditory,9,5,6,9,6,8,10,3,8,Diplomacy,"Medicine, Teaching, Law",Fast-paced,"Stability, Security, Adventure",High School Physics Teacher
376,45,Female,Vocational,4,6,1,4,10,4,4,3,Intuitive,Intrinsic,3,1,3,3,2,Reading/Writing,5,7,5,7,3,5,5,3,5,Data Analysis,"Public Policy, Teaching, Software",Fast-paced,"Impact, Adventure, Service",Sports Physiotherapist
377,44,Female,PhD,4,10,8,2,3,2,3,5,Intuitive,Intrinsic,1,8,10,2,2,Reading/Writing,6,1,1,4,4,2,7,7,1,Robotics,"Sports, Art",Independent,"Legacy, Adventure, Freedom",Robotics Engineer
378,18,Female,Self-taught,3,9,1,2,8,9,7,5,Analytical,Mixed,6,4,10,9,4,Kinesthetic,7,6,5,1,6,2,10,2,2,"Hospital Management, Music Composition","Sports, Politics",Independent,"Money, Innovation",Graphic Designer
379,29,Male,Graduate,4,8,7,4,6,2,3,9,Collaborative,Mixed,10,10,6,8,10,Visual,10,8,8,2,1,6,9,1,6,Sports Training,"Defense, Design",Independent,"Legacy, Impact",Environmental Policy Consultant
380,24,Male,Undergraduate,9,7,10,6,4,6,2,7,Collaborative,Intrinsic,6,5,2,5,9,Kinesthetic,7,8,10,7,5,8,8,9,10,Fashion Design,"Art, Social Work, Literature",Team-oriented,"Stability, Adventure",eSports Manager
381,17,Female,High School,4,5,8,2,3,10,7,6,Analytical,Intrinsic,1,9,2,5,2,Reading/Writing,7,6,1,1,10,6,7,4,1,"Architecture, Surgery","Politics, Space, Media, Science",Independent,"Growth, Service, Security",Cybersecurity Analyst
382,39,Female,High School,7,8,6,7,3,6,7,10,Risk-averse,Intrinsic,9,2,1,10,1,Reading/Writing,2,4,2,5,1,3,3,3,2,"Film Direction, Architecture","Literature, Art, Social Work",Fast-paced,"Recognition, Innovation",Hotel Manager
383,16,Female,Undergraduate,2,10,6,6,4,2,7,6,Analytical,Intrinsic,6,9,10,6,2,Visual,8,10,2,3,6,1,7,4,3,Teaching Pedagogy,"Media, Medicine, Research",Creative/Artistic,"Freedom, Recognition",Investment Banker
384,39,Male,Vocational,1,5,2,1,5,9,2,8,Collaborative,Extrinsic,9,5,3,2,9,Auditory,6,6,4,7,4,8,3,7,5,Fashion Design,"Hospitality, Public Policy",Independent,"Recognition, Money",Corporate Lawyer
385,19,Female,PhD,7,6,10,4,6,1,6,6,Analytical,Mixed,9,6,4,4,3,Reading/Writing,2,6,9,9,3,1,5,2,8,Film Direction,"Literature, Media, AI",Creative/Artistic,"Stability, Innovation, Freedom",High School Physics Teacher
386,30,Male,PhD,9,6,8,10,2,10,10,9,Analytical,Mixed,10,3,8,10,1,Reading/Writing,9,10,2,6,5,8,3,7,10,"Music Composition, Nutrition Science","Software, Sports",Hands-on/Fieldwork,"Creativity, Money",Space Mission Engineer
387,37,Female,Graduate,7,7,5,7,1,5,10,8,Intuitive,Extrinsic,5,8,8,4,10,Visual,7,1,5,4,4,7,6,7,2,Urban Planning,"Medicine, Teaching, Space",Research-driven,"Recognition, Stability, Impact",Judge’s Clerk
388,29,Male,Undergraduate,8,9,2,5,2,4,7,4,Intuitive,Extrinsic,8,4,7,8,8,Auditory,1,7,3,5,4,7,5,2,5,Wildlife Conservation,"Research, Science, Literature",Team-oriented,"Growth, Impact",Investigative Journalist
389,43,Female,Vocational,7,5,8,8,10,5,9,7,Analytical,Mixed,7,7,6,5,4,Kinesthetic,1,7,7,2,2,6,9,9,5,"Hospital Management, Renewable Energy Systems","Public Policy, Media",Fast-paced,"Freedom, Money, Creativity",Chef
390,19,Male,Graduate,5,6,4,2,6,9,1,8,Analytical,Intrinsic,4,1,10,2,9,Auditory,9,4,7,1,1,3,2,2,9,Cybersecurity,"Art, Media, Science",Independent,"Creativity, Freedom, Innovation",Clinical Psychologist
391,24,Male,Graduate,3,9,3,2,7,4,4,1,Intuitive,Mixed,2,8,3,8,10,Kinesthetic,10,8,10,1,5,6,3,2,4,"Film Direction, Fashion Design","Law, Literature, Defense",Independent,"Recognition, Money, Freedom",Supply Chain Manager
392,19,Male,High School,5,2,5,6,7,9,3,2,Analytical,Intrinsic,10,1,7,2,7,Reading/Writing,10,10,1,9,9,2,1,1,4,"Legal Writing, Music Composition","Social Work, Environment, Space",Hands-on/Fieldwork,"Legacy, Service, Money",Agritech Specialist
393,41,Female,Graduate,10,10,3,1,5,2,4,5,Analytical,Intrinsic,10,6,2,7,6,Auditory,2,5,4,10,5,1,7,5,5,Robotics,"Design, Environment",Research-driven,"Impact, Security, Service",Tax Advisor
394,40,Female,PhD,6,7,8,8,10,4,3,1,Analytical,Mixed,8,7,10,7,8,Reading/Writing,6,10,9,8,4,10,9,2,10,"Fashion Design, Robotics","Agriculture, Media",Team-oriented,"Legacy, Creativity",Cloud Architect
395,41,Female,PhD,3,1,6,3,9,8,4,1,Collaborative,Extrinsic,6,9,2,8,4,Reading/Writing,9,1,4,4,2,10,5,5,2,"Fashion Design, Sports Training","Business, Design, Law, Agriculture",Flexible Remote,"Creativity, Security, Adventure",Business Development Manager
396,36,Male,Graduate,10,7,9,2,4,1,8,7,Risk-averse,Intrinsic,5,1,6,4,7,Reading/Writing,1,3,9,7,2,6,6,3,9,"Fashion Design, Diplomacy","Social Work, Media, Teaching, Sports",Structured/Organized,"Service, Money, Innovation",Financial Risk Consultant
397,36,Female,Self-taught,4,7,1,8,6,6,4,4,Collaborative,Intrinsic,5,5,4,10,5,Kinesthetic,3,6,1,3,6,4,3,2,3,Diplomacy,"Teaching, Politics, Space, Public Policy",Creative/Artistic,"Freedom, Adventure, Growth",Film Director
398,25,Male,Vocational,8,1,9,8,3,5,5,4,Analytical,Intrinsic,10,7,7,4,1,Reading/Writing,1,1,5,3,6,10,10,9,2,Urban Planning,"Agriculture, Politics, Environment, Design",Research-driven,"Security, Service",Military Strategist
399,43,Female,Self-taught,9,4,4,6,5,4,3,7,Risk-averse,Extrinsic,5,10,1,6,9,Reading/Writing,10,2,4,2,10,5,7,10,9,Hospital Management,"Public Policy, Design",Team-oriented,"Legacy, Money",Robotics Engineer
400,30,Male,Undergraduate,4,7,6,1,10,2,5,10,Collaborative,Mixed,3,10,7,10,1,Reading/Writing,9,5,10,4,3,10,7,6,3,"Teaching Pedagogy, Legal Writing","Agriculture, Defense, Environment",Research-driven,"Adventure, Creativity, Impact",Supply Chain Manager
401,33,Female,High School,8,3,7,2,6,8,9,3,Intuitive,Extrinsic,7,3,10,8,9,Visual,8,5,6,8,8,8,10,6,2,"Robotics, Teaching Pedagogy","AI, Agriculture",Structured/Organized,"Recognition, Money, Impact",Environmental Policy Consultant
402,35,Male,Undergraduate,7,3,7,7,4,5,9,9,Risk-averse,Extrinsic,4,10,8,8,9,Auditory,1,6,8,1,3,1,3,3,3,Diplomacy,"Science, Environment",Flexible Remote,"Creativity, Service",High School Physics Teacher
403,41,Female,Undergraduate,8,2,8,3,5,3,7,8,Collaborative,Intrinsic,10,4,5,5,2,Reading/Writing,5,7,5,6,8,6,2,4,8,Wildlife Conservation,"Agriculture, Media",Flexible Remote,"Impact, Growth, Security",Game Concept Artist
404,42,Male,Self-taught,5,10,3,2,9,10,6,2,Risk-averse,Extrinsic,4,2,6,5,1,Visual,9,4,5,8,10,4,10,5,5,"Teaching Pedagogy, Music Composition","Design, Finance",Structured/Organized,"Impact, Innovation, Stability",Product Manager
405,35,Male,Undergraduate,2,9,10,6,7,4,9,7,Risk-averse,Extrinsic,8,5,10,5,8,Reading/Writing,7,3,6,1,10,3,1,1,2,"Data Analysis, Urban Planning","Teaching, Law",Research-driven,"Security, Recognition",Sports Analyst
406,30,Male,High School,7,10,7,5,3,1,9,1,Intuitive,Mixed,4,9,4,7,4,Auditory,10,10,6,3,1,4,5,5,7,Nutrition Science,"Art, Business, Defense, Media",Creative/Artistic,"Adventure, Impact",Corporate Lawyer
407,31,Male,PhD,1,4,2,10,9,4,2,6,Collaborative,Intrinsic,8,8,1,8,10,Auditory,7,3,5,5,9,10,3,7,4,Nutrition Science,"Research, Politics, Design, Agriculture",Creative/Artistic,"Recognition, Adventure, Impact",Venture Capital Analyst
408,22,Female,Self-taught,10,5,1,6,6,1,8,10,Collaborative,Intrinsic,5,8,2,7,10,Kinesthetic,4,9,2,4,1,8,2,4,4,Fashion Design,"Environment, AI",Independent,"Freedom, Stability",Biomedical Engineer
409,19,Female,Undergraduate,6,2,5,10,9,5,4,5,Intuitive,Extrinsic,1,8,4,2,7,Kinesthetic,1,6,5,1,10,9,7,7,9,Nutrition Science,"Medicine, Art, Research, Teaching",Fast-paced,"Legacy, Creativity, Growth",UX/UI Designer
410,21,Male,Graduate,7,5,7,10,1,8,1,5,Risk-averse,Intrinsic,4,4,3,2,10,Auditory,3,6,9,6,9,2,8,7,4,Surgery,"Art, Hospitality",Team-oriented,"Innovation, Creativity",Investment Banker
411,28,Female,Graduate,5,4,9,9,8,4,1,9,Risk-averse,Extrinsic,7,8,10,4,4,Kinesthetic,4,6,9,4,9,6,10,8,4,Hospital Management,"Research, Social Work",Creative/Artistic,"Money, Stability, Recognition",Diplomat
412,42,Male,High School,7,5,2,6,7,5,3,4,Collaborative,Intrinsic,7,4,2,5,3,Visual,9,3,10,7,9,7,5,3,8,"Astrophysics, Robotics","AI, Law, Social Work",Independent,"Adventure, Creativity, Legacy",HR Specialist
413,24,Male,Undergraduate,10,1,3,2,2,10,10,9,Collaborative,Intrinsic,8,5,9,3,10,Kinesthetic,9,6,3,3,3,3,9,4,3,Hospital Management,"Sports, Agriculture, Medicine, AI",Fast-paced,"Freedom, Growth, Innovation",Tax Advisor
414,39,Female,PhD,4,5,6,8,3,3,6,1,Collaborative,Mixed,3,1,7,3,2,Visual,9,7,10,1,3,1,9,5,7,Robotics,"Space, Finance",Fast-paced,"Adventure, Security, Creativity",Blockchain Developer
415,17,Male,High School,10,9,2,7,7,9,8,8,Risk-averse,Mixed,5,2,7,10,4,Kinesthetic,6,5,8,3,4,9,7,4,7,Sports Training,"Agriculture, Research, Hospitality, Software",Structured/Organized,"Innovation, Legacy",Human Rights Advocate
416,22,Female,Self-taught,7,7,4,4,1,2,2,3,Risk-averse,Mixed,10,8,1,5,1,Visual,1,9,4,2,7,10,5,5,6,Nutrition Science,"Teaching, Politics",Team-oriented,"Security, Innovation",Marketing Strategist
417,31,Male,Undergraduate,7,6,2,7,6,4,8,5,Intuitive,Extrinsic,1,4,6,5,8,Kinesthetic,8,6,5,1,4,8,5,2,5,Astrophysics,"Teaching, Hospitality, Design",Research-driven,"Adventure, Legacy, Service",Renewable Energy Engineer
418,30,Female,PhD,2,2,6,4,4,4,4,9,Intuitive,Extrinsic,3,9,5,7,3,Reading/Writing,5,9,2,10,10,7,7,9,6,Wildlife Conservation,"Space, Finance, Sports, Software",Team-oriented,"Money, Service",Climate Scientist
419,23,Male,Graduate,2,2,1,8,9,6,3,6,Intuitive,Intrinsic,8,1,7,7,6,Reading/Writing,7,5,6,5,9,9,8,5,4,Sports Training,"Teaching, Hospitality, Public Policy",Hands-on/Fieldwork,"Adventure, Creativity, Recognition",Judge’s Clerk
420,21,Male,Graduate,4,10,8,1,2,3,8,6,Analytical,Intrinsic,2,8,10,3,4,Auditory,9,3,6,3,3,6,7,7,1,"Music Composition, Urban Planning","Literature, Media, Agriculture, Software",Research-driven,"Freedom, Legacy, Money",AI/ML Engineer
421,45,Male,Undergraduate,5,6,1,2,3,1,5,2,Intuitive,Intrinsic,8,7,8,7,10,Auditory,8,2,8,4,1,1,7,5,5,Wildlife Conservation,"Defense, Environment, Space, Sports",Research-driven,"Security, Innovation",Media Producer
422,36,Male,Vocational,1,6,9,2,2,2,3,10,Intuitive,Intrinsic,9,3,3,2,10,Kinesthetic,9,9,5,9,9,8,5,2,10,Nutrition Science,"Research, Defense",Flexible Remote,"Adventure, Freedom, Stability",Sports Analyst
423,16,Female,Undergraduate,6,10,3,1,10,7,5,5,Risk-averse,Intrinsic,7,5,10,4,5,Reading/Writing,5,1,8,10,4,6,8,10,8,Robotics,"Teaching, Public Policy",Flexible Remote,"Legacy, Stability, Impact",Fashion Stylist
424,21,Female,Undergraduate,10,8,7,1,6,4,2,3,Analytical,Intrinsic,1,10,10,8,6,Visual,7,6,2,10,1,3,1,3,1,"Teaching Pedagogy, Film Direction","Art, Finance, Hospitality, Environment",Flexible Remote,"Security, Legacy, Stability",Athletic Coach
425,40,Female,PhD,1,6,5,6,9,5,7,9,Risk-averse,Intrinsic,7,10,5,2,4,Reading/Writing,8,4,3,2,10,3,9,5,9,Hospital Management,"Space, Sports, AI",Hands-on/Fieldwork,"Recognition, Growth",Clinical Psychologist
426,31,Female,Undergraduate,10,7,10,4,5,9,1,2,Risk-averse,Intrinsic,10,2,1,2,7,Reading/Writing,7,10,2,3,9,1,9,6,6,"Film Direction, Teaching Pedagogy","Software, Hospitality, Politics, AI",Structured/Organized,"Service, Security, Creativity",Human Rights Advocate
427,36,Male,Self-taught,3,6,3,9,5,1,7,8,Risk-averse,Mixed,5,7,5,5,2,Visual,4,10,4,3,2,3,5,10,7,Wildlife Conservation,"AI, Politics",Creative/Artistic,"Legacy, Service",TV Anchor
428,42,Female,PhD,5,5,4,9,6,2,9,5,Intuitive,Intrinsic,6,2,5,7,4,Reading/Writing,7,2,9,3,6,3,2,3,7,Film Direction,"Environment, Law, Public Policy, Finance",Hands-on/Fieldwork,"Impact, Adventure",University Lecturer
429,43,Female,Vocational,2,6,6,1,7,3,10,5,Intuitive,Mixed,6,9,5,8,8,Kinesthetic,6,7,7,2,9,5,1,3,9,Renewable Energy Systems,"Teaching, Public Policy",Research-driven,"Recognition, Innovation, Service",Financial Risk Consultant
430,27,Male,Graduate,1,8,5,6,1,4,9,4,Collaborative,Mixed,2,1,9,10,8,Auditory,8,1,2,8,5,5,7,7,7,"Urban Planning, Hospital Management","Public Policy, Art",Fast-paced,"Impact, Legacy, Service",AR/VR Developer
431,22,Female,Undergraduate,4,7,2,10,6,1,10,4,Risk-averse,Intrinsic,6,2,1,8,1,Auditory,6,7,10,5,6,5,2,2,2,Robotics,"Politics, Art",Structured/Organized,"Security, Impact, Service",Biomedical Engineer
432,24,Female,Self-taught,3,10,5,8,10,6,7,6,Collaborative,Intrinsic,2,3,5,2,2,Visual,7,4,1,9,1,9,10,8,3,Journalism,"Sports, Politics, Law",Fast-paced,"Recognition, Money",Business Development Manager
433,17,Male,PhD,5,7,1,5,8,9,2,10,Analytical,Extrinsic,9,2,1,10,1,Auditory,5,6,6,5,6,5,4,2,1,Astrophysics,"Research, Hospitality",Flexible Remote,"Stability, Legacy, Money",Biotech Researcher
434,25,Male,High School,3,2,5,8,9,1,4,7,Risk-averse,Intrinsic,9,9,3,7,3,Reading/Writing,4,10,6,2,6,1,6,2,9,Fashion Design,"Social Work, AI",Research-driven,"Recognition, Money",Financial Risk Consultant
435,35,Male,Undergraduate,9,6,10,3,5,9,4,2,Risk-averse,Intrinsic,3,8,6,3,6,Kinesthetic,9,7,2,1,1,2,10,3,2,"Renewable Energy Systems, Sports Training","Medicine, AI, Public Policy, Science",Team-oriented,"Service, Freedom",Chef
436,29,Female,Vocational,9,1,8,4,8,8,3,1,Intuitive,Extrinsic,2,4,3,3,8,Kinesthetic,1,4,2,4,9,9,6,10,2,"Journalism, Robotics","Research, Art",Creative/Artistic,"Creativity, Freedom, Innovation",Corporate Trainer
437,23,Female,Graduate,3,10,7,3,9,4,1,8,Intuitive,Extrinsic,8,10,2,6,6,Reading/Writing,5,2,5,8,9,6,2,1,1,Music Composition,"Software, Social Work, Literature",Fast-paced,"Money, Impact",UX/UI Designer
438,17,Female,Vocational,7,8,3,8,2,9,3,7,Intuitive,Mixed,9,4,5,10,6,Auditory,2,2,1,6,6,3,3,10,3,"Nutrition Science, Astrophysics","Design, Environment, Hospitality",Independent,"Creativity, Service",Game Concept Artist
439,43,Female,Undergraduate,4,1,1,5,7,4,1,9,Intuitive,Mixed,6,6,5,5,2,Visual,9,7,10,4,3,9,9,1,4,"Urban Planning, Nutrition Science","AI, Teaching, Media",Structured/Organized,"Stability, Growth",Tax Advisor
440,41,Female,High School,3,4,7,9,4,2,5,10,Collaborative,Intrinsic,4,9,5,8,8,Auditory,1,7,7,8,10,2,4,6,10,"Music Composition, Cybersecurity","Finance, Business",Hands-on/Fieldwork,"Recognition, Legacy, Security",Agritech Specialist
441,21,Female,Vocational,8,3,7,2,5,9,8,2,Risk-averse,Mixed,2,8,10,5,4,Kinesthetic,7,2,10,8,3,9,3,7,1,Architecture,"Teaching, Research",Structured/Organized,"Stability, Recognition, Freedom",Environmental Policy Consultant
442,21,Female,Undergraduate,5,4,9,6,9,1,2,3,Analytical,Intrinsic,1,8,10,1,2,Reading/Writing,5,3,3,4,9,10,7,10,6,Diplomacy,"Medicine, Art, Science, Politics",Flexible Remote,"Growth, Innovation, Legacy",Film Director
443,23,Female,Self-taught,10,1,2,2,4,10,3,7,Collaborative,Mixed,8,8,7,1,9,Visual,7,7,6,7,2,5,9,10,6,"Journalism, Teaching Pedagogy","Social Work, Medicine",Research-driven,"Recognition, Growth, Stability",Clinical Psychologist
444,25,Female,High School,8,4,7,5,9,5,7,3,Risk-averse,Intrinsic,5,1,10,10,5,Kinesthetic,10,10,5,5,5,9,2,7,4,"Urban Planning, Wildlife Conservation","Research, AI, Teaching, Hospitality",Research-driven,"Growth, Freedom",Diplomatic Advisor
445,29,Female,PhD,10,7,4,10,2,8,6,6,Intuitive,Intrinsic,10,2,2,9,4,Visual,2,6,7,4,6,10,7,6,10,"Cybersecurity, Architecture","Business, Defense",Fast-paced,"Stability, Creativity",Curriculum Designer
446,45,Female,PhD,1,6,9,6,5,10,5,2,Intuitive,Extrinsic,8,7,5,3,10,Auditory,1,1,7,1,2,1,2,2,10,"Wildlife Conservation, Journalism","Public Policy, Social Work, AI",Hands-on/Fieldwork,"Innovation, Impact",Product Manager
447,32,Male,PhD,8,2,8,8,10,9,6,10,Risk-averse,Intrinsic,6,5,8,2,3,Visual,1,5,3,5,8,3,5,3,6,Hospital Management,"Environment, Medicine",Creative/Artistic,"Freedom, Impact",Curriculum Designer
